umap1,umap2,cell_type,sample,annotation_source
2.9704683,11.237666,Regulatory CD4 T,E14S,transferred
-3.0153172,1.2040855,Il1b+ TAM,E14S,transferred
-3.1987724,4.724439,Il1b+ TAM,E14S,transferred
0.990112,-6.943287,Neutrophil,E14S,transferred
0.042620163,1.5459272,Monocyte,E14S,transferred
-0.13670062,1.3590614,Monocyte,E14S,transferred
-5.7752495,4.9501896,Resident Macrophage,E14S,transferred
16.618076,7.855413,Hypoxic Tumor,E14S,transferred
-0.8137489,-7.6456847,Neutrophil,E14S,transferred
-4.1232486,0.97103363,Spp1+ TAM,E14S,transferred
-5.701038,4.257531,Il1b+ TAM,E14S,transferred
-6.186907,0.70299864,Resident Macrophage,E14S,transferred
-1.6406448,2.575344,Monocyte,E14S,transferred
-4.731817,1.1412802,Spp1+ TAM,E14S,transferred
-7.1293716,3.597424,C1qc+ TAM,E14S,transferred
-0.4387925,1.4212751,Monocyte,E14S,transferred
-6.4129953,1.490427,C1qc+ TAM,E14S,transferred
-4.1926355,4.697052,C1qc+ TAM,E14S,transferred
-0.2750718,0.67343104,Monocyte,E14S,transferred
-2.4491153,3.3698366,Monocyte,E14S,transferred
-4.175871,6.476889,C1qc+ TAM,E14S,transferred
-1.1593456,2.137575,Monocyte,E14S,transferred
-6.102832,1.0908971,Spp1+ TAM,E14S,transferred
-3.3846698,5.2415376,Il1b+ TAM,E14S,transferred
-2.554923,3.1647117,Monocyte,E14S,transferred
-0.5341258,1.7777811,Monocyte,E14S,transferred
-3.5769625,4.8849983,C1qc+ TAM,E14S,transferred
-2.218616,3.1392267,Monocyte,E14S,transferred
3.1021774,12.864495,CD8 Terminally Exhausted,E14S,transferred
-0.4058333,2.5113647,Monocyte,E14S,transferred
0.44521168,1.483615,Monocyte,E14S,transferred
0.009359374,-5.869356,Neutrophil,E14S,transferred
-2.2572765,4.3280296,Monocyte,E14S,transferred
0.2382009,-8.031831,Neutrophil,E14S,transferred
-2.4763458,4.3216915,C1qc+ TAM,E14S,transferred
0.0555391,0.7880715,Monocyte,E14S,transferred
-6.109538,1.4109769,Spp1+ TAM,E14S,transferred
-1.7895292,4.0372896,Il1b+ TAM,E14S,transferred
-2.1461065,2.869895,Monocyte,E14S,transferred
-3.5399237,1.7229494,Il1b+ TAM,E14S,transferred
-2.6063118,2.8506856,Monocyte,E14S,transferred
16.667845,7.120799,Hypoxic Tumor,E14S,transferred
0.6131381,5.5160723,cDC,E14S,transferred
-2.9318151,4.0135007,Il1b+ TAM,E14S,transferred
-5.140435,4.09988,Resident Macrophage,E14S,transferred
-2.3523037,3.4354777,Monocyte,E14S,transferred
-6.011179,3.3555036,C1qc+ TAM,E14S,transferred
-4.085714,3.417041,Il1b+ TAM,E14S,transferred
-6.2749753,2.8807666,Resident Macrophage,E14S,transferred
-4.921387,4.6672344,Resident Macrophage,E14S,transferred
-0.37219554,4.7223086,cDC,E14S,transferred
-1.8960013,1.278242,Monocyte,E14S,transferred
-3.591817,2.4640841,Il1b+ TAM,E14S,transferred
0.794431,5.27983,cDC,E14S,transferred
-3.7360308,2.5191538,Il1b+ TAM,E14S,transferred
1.8770062,7.2313905,mDC,E14S,transferred
1.160655,-8.300138,Neutrophil,E14S,transferred
-4.702673,3.5763524,Monocyte,E14S,transferred
-4.006988,2.784234,Il1b+ TAM,E14S,transferred
-3.3089716,1.9595081,Spp1+ TAM,E14S,transferred
-0.7460038,1.4220239,Monocyte,E14S,transferred
0.28919494,5.291939,cDC,E14S,transferred
-4.8854446,2.533145,Il1b+ TAM,E14S,transferred
-5.3528037,3.3739495,Resident Macrophage,E14S,transferred
2.8889842,12.246829,Regulatory CD4 T,E14S,transferred
0.6115798,5.1236424,cDC,E14S,transferred
-1.5643445,0.96349984,Il1b+ TAM,E14S,transferred
-3.3457215,3.3347588,Monocyte,E14S,transferred
-2.890308,5.1644225,Monocyte,E14S,transferred
2.5615344,15.521447,NK,E14S,transferred
-3.8945904,2.1110344,Monocyte,E14S,transferred
1.9197261,6.4981008,mDC,E14S,transferred
-6.0937266,2.4686856,Resident Macrophage,E14S,transferred
2.179208,15.033114,NK,E14S,transferred
1.3826237,-8.456973,Neutrophil,E14S,transferred
2.9904256,13.031033,CD8 Terminally Exhausted,E14S,transferred
-1.2827641,3.8436139,Resident Macrophage,E14S,transferred
-2.109528,1.9133402,Monocyte,E14S,transferred
-3.3570046,5.7328343,Il1b+ TAM,E14S,transferred
0.5952694,-6.1882696,Neutrophil,E14S,transferred
2.5658379,15.157491,NK,E14S,transferred
-3.543319,3.726603,Monocyte,E14S,transferred
2.6320481,7.521723,mDC,E14S,transferred
-1.916218,2.7423809,Monocyte,E14S,transferred
0.78685474,0.8895079,Monocyte,E14S,transferred
-0.3951796,2.3108904,Monocyte,E14S,transferred
3.0386567,12.548372,CD8 Terminally Exhausted,E14S,transferred
16.337229,7.0575285,Hypoxic Tumor,E14S,transferred
-3.0877104,4.0975933,Monocyte,E14S,transferred
16.535648,7.7726793,Hypoxic Tumor,E14S,transferred
-4.337994,4.44801,C1qc+ TAM,E14S,transferred
16.565205,6.702908,Hypoxic Tumor,E14S,transferred
1.0973883,-6.7372866,Neutrophil,E14S,transferred
-2.3728492,3.3318253,Monocyte,E14S,transferred
-5.293559,2.1759348,Il1b+ TAM,E14S,transferred
-2.7657526,3.8393729,Il1b+ TAM,E14S,transferred
-5.118765,1.3386513,Resident Macrophage,E14S,transferred
-4.1643305,2.3135726,Il1b+ TAM,E14S,transferred
16.403477,8.549331,Hypoxic Tumor,E14S,transferred
-2.9167585,4.277046,Resident Macrophage,E14S,transferred
-5.8060164,5.212055,C1qc+ TAM,E14S,transferred
-3.4576237,6.037893,C1qc+ TAM,E14S,transferred
-2.6607242,5.8151364,C1qc+ TAM,E14S,transferred
-3.5678647,1.5207922,Il1b+ TAM,E14S,transferred
-1.9219233,4.6445403,Resident Macrophage,E14S,transferred
-5.5857935,1.5923673,Il1b+ TAM,E14S,transferred
-1.6977842,2.3847172,Monocyte,E14S,transferred
1.4713749,-7.374595,Neutrophil,E14S,transferred
-6.2580914,2.7317152,Resident Macrophage,E14S,transferred
-2.2455797,2.3401556,Monocyte,E14S,transferred
-3.892432,3.1148772,Il1b+ TAM,E14S,transferred
-0.035875607,1.2737161,Monocyte,E14S,transferred
1.4525659,13.951736,NK,E14S,transferred
0.5256369,-6.4420967,Neutrophil,E14S,transferred
2.2226827,-9.272237,Neutrophil,E14S,transferred
0.5618585,-6.3577547,Neutrophil,E14S,transferred
-3.1493092,0.51069033,Spp1+ TAM,E14S,transferred
-4.7292137,4.7423816,Resident Macrophage,E14S,transferred
-3.4409447,6.191083,Il1b+ TAM,E14S,transferred
22.914003,4.019128,Hypoxic Tumor,E14S,transferred
17.858482,8.8360815,Hypoxic Tumor,E14S,transferred
-2.0229075,4.9758034,Resident Macrophage,E14S,transferred
-5.1310205,1.6763176,C1qc+ TAM,E14S,transferred
-0.9145334,1.7550132,Monocyte,E14S,transferred
1.7800021,14.442091,Monocyte,E14S,transferred
-1.9485238,3.3277044,Monocyte,E14S,transferred
2.1817315,7.2756367,mDC,E14S,transferred
16.748205,5.931206,Hypoxic Tumor,E14S,transferred
-3.8297112,5.080256,C1qc+ TAM,E14S,transferred
-4.059469,0.5545079,Spp1+ TAM,E14S,transferred
18.057804,7.0777507,Hypoxic Tumor,E14S,transferred
-6.006003,5.087809,Resident Macrophage,E14S,transferred
-5.290644,3.818653,Il1b+ TAM,E14S,transferred
3.2521017,13.059672,CD8 Exhausted Proliferating,E14S,transferred
16.986362,7.674564,Hypoxic Tumor,E14S,transferred
-0.6551096,1.0781428,Monocyte,E14S,transferred
-2.9926224,2.674344,Monocyte,E14S,transferred
1.8725471,7.3147087,mDC,E14S,transferred
27.393208,3.6164405,Tumor,E14S,transferred
-1.9839607,3.529025,Resident Macrophage,E14S,transferred
0.7270229,-5.810993,Neutrophil,E14S,transferred
1.6747667,-7.7693224,Neutrophil,E14S,transferred
-1.6003697,4.2797384,Resident Macrophage,E14S,transferred
-4.80976,4.598753,C1qc+ TAM,E14S,transferred
-4.2999787,4.1942787,Il1b+ TAM,E14S,transferred
1.7500458,14.71468,Monocyte,E14S,transferred
-3.8510492,3.8917632,Il1b+ TAM,E14S,transferred
-5.1918197,2.3495977,Il1b+ TAM,E14S,transferred
16.760061,7.5398455,Hypoxic Tumor,E14S,transferred
1.4143997,-7.7998085,Neutrophil,E14S,transferred
-1.0665622,0.36292276,Monocyte,E14S,transferred
-6.2512755,3.5526092,Il1b+ TAM,E14S,transferred
16.389927,8.426863,Hypoxic Tumor,E14S,transferred
0.40377155,-5.423669,Neutrophil,E14S,transferred
-5.8934784,5.5010486,Resident Macrophage,E14S,transferred
1.5384781,6.3168783,mDC,E14S,transferred
-2.3145165,3.128702,Monocyte,E14S,transferred
1.6093739,-7.915677,Neutrophil,E14S,transferred
17.047745,6.4088707,Hypoxic Tumor,E14S,transferred
16.763496,6.1869802,Hypoxic Tumor,E14S,transferred
2.1837654,-9.307987,Neutrophil,E14S,transferred
3.3714852,12.713702,CD8 Exhausted Proliferating,E14S,transferred
-2.7110794,1.3783752,Il1b+ TAM,E14S,transferred
-2.0302746,2.9030373,Monocyte,E14S,transferred
-5.848513,1.2604957,Il1b+ TAM,E14S,transferred
-5.334648,2.386467,Il1b+ TAM,E14S,transferred
2.9924262,-7.4220157,Neutrophil,E14S,transferred
16.760021,7.776107,Hypoxic Tumor,E14S,transferred
-1.7962489,1.383765,Il1b+ TAM,E14S,transferred
16.443665,6.8793755,Hypoxic Tumor,E14S,transferred
-5.589555,2.480682,Spp1+ TAM,E14S,transferred
-3.3198254,1.0364101,Il1b+ TAM,E14S,transferred
-0.6300109,1.9019853,Resident Macrophage,E14S,transferred
-1.7288792,3.3053353,Monocyte,E14S,transferred
-6.0275483,5.3129497,Resident Macrophage,E14S,transferred
-4.6078415,4.8081264,Resident Macrophage,E14S,transferred
-5.298973,5.1958203,C1qc+ TAM,E14S,transferred
-5.987002,1.3013713,Spp1+ TAM,E14S,transferred
-7.1089525,3.8148103,C1qc+ TAM,E14S,transferred
16.481573,6.695603,Hypoxic Tumor,E14S,transferred
26.564327,3.2891338,Tumor,E14S,transferred
-2.1574428,3.6894062,Resident Macrophage,E14S,transferred
-3.7852156,0.73548394,Spp1+ TAM,E14S,transferred
-1.1082214,2.5047393,Resident Macrophage,E14S,transferred
0.60540986,-7.5904613,Neutrophil,E14S,transferred
0.058779735,5.3028727,cDC,E14S,transferred
2.3535848,10.707236,CD4 T,E14S,transferred
-3.8931532,2.084937,Il1b+ TAM,E14S,transferred
-3.9294949,2.301034,Il1b+ TAM,E14S,transferred
24.28215,4.2664857,CAF,E14S,transferred
1.9067458,14.189674,NK,E14S,transferred
-0.9488578,0.47473437,Monocyte,E14S,transferred
-2.520352,2.5477552,Monocyte,E14S,transferred
-6.682395,1.6445423,Spp1+ TAM,E14S,transferred
27.068287,4.241878,Tumor,E14S,transferred
-2.9385846,5.6333194,Resident Macrophage,E14S,transferred
3.3088512,12.830799,Regulatory CD8 T,E14S,transferred
-3.8060982,2.5912352,Il1b+ TAM,E14S,transferred
1.7704719,6.595546,mDC,E14S,transferred
-3.278351,4.3499684,Il1b+ TAM,E14S,transferred
0.08454306,4.88747,cDC,E14S,transferred
16.525755,9.093479,Hypoxic Tumor,E14S,transferred
-5.042072,4.2717357,Resident Macrophage,E14S,transferred
16.547039,7.8066525,Hypoxic Tumor,E14S,transferred
19.00859,7.3237915,Tumor Proliferating,E14S,transferred
-3.3721685,2.206931,Il1b+ TAM,E14S,transferred
0.35507196,-6.764546,Neutrophil,E14S,transferred
-3.668966,6.5899973,C1qc+ TAM,E14S,transferred
0.8842092,5.430534,cDC,E14S,transferred
1.3272984,-8.720109,Neutrophil,E14S,transferred
-6.2114024,3.4521372,Resident Macrophage,E14S,transferred
-4.955394,3.559542,Resident Macrophage,E14S,transferred
1.8330351,-8.983509,Neutrophil,E14S,transferred
-1.926552,1.2370702,Monocyte,E14S,transferred
2.8722255,12.683683,CD8 Terminally Exhausted,E14S,transferred
-2.8073864,3.722319,Monocyte,E14S,transferred
-0.27951187,-7.5758724,Neutrophil,E14S,transferred
-5.774689,3.1837683,Resident Macrophage,E14S,transferred
-4.1571503,4.290088,Resident Macrophage,E14S,transferred
-5.226671,3.6704211,Il1b+ TAM,E14S,transferred
-0.9920509,-0.06173494,Monocyte,E14S,transferred
-0.8922508,1.7759506,Monocyte,E14S,transferred
-1.0735368,2.3370256,Monocyte,E14S,transferred
-4.610658,3.9969862,Resident Macrophage,E14S,transferred
-0.027390959,2.006939,Monocyte,E14S,transferred
-5.094463,5.8270745,C1qc+ TAM,E14S,transferred
-0.17448606,4.2213426,cDC,E14S,transferred
-0.48240903,1.6986061,Monocyte,E14S,transferred
-4.385321,0.4197048,Spp1+ TAM,E14S,transferred
2.0784883,-9.198833,Neutrophil,E14S,transferred
-5.4929104,2.5674744,Il1b+ TAM,E14S,transferred
-1.2301248,0.124719,Il1b+ TAM,E14S,transferred
1.4015467,-8.807998,Neutrophil,E14S,transferred
-3.037201,1.2623497,Il1b+ TAM,E14S,transferred
-5.575855,1.4192729,Spp1+ TAM,E14S,transferred
-5.5725493,0.6121029,Spp1+ TAM,E14S,transferred
-2.1923902,1.0869111,Monocyte,E14S,transferred
-0.35222107,-7.9902496,Neutrophil,E14S,transferred
2.4287896,-8.59021,Neutrophil,E14S,transferred
-4.624208,4.1032495,C1qc+ TAM,E14S,transferred
-4.532876,2.914718,Resident Macrophage,E14S,transferred
-4.852951,3.852943,Resident Macrophage,E14S,transferred
-4.987571,5.7987394,C1qc+ TAM,E14S,transferred
-4.4735336,4.5972295,C1qc+ TAM,E14S,transferred
-6.0514565,4.7502017,Resident Macrophage,E14S,transferred
3.3233137,13.017413,Regulatory CD8 T,E14S,transferred
-0.82210076,-8.038098,Neutrophil,E14S,transferred
2.9743254,12.044331,CD4 T,E14S,transferred
-3.4764876,4.8839593,C1qc+ TAM,E14S,transferred
-3.25477,0.645124,Spp1+ TAM,E14S,transferred
3.1906388,13.061618,CD8 Terminally Exhausted,E14S,transferred
2.2089853,-8.039617,Neutrophil,E14S,transferred
16.468224,6.796286,Hypoxic Tumor,E14S,transferred
-6.676082,1.9523245,Spp1+ TAM,E14S,transferred
3.037959,11.794635,Regulatory CD4 T,E14S,transferred
-5.4618287,4.68417,Resident Macrophage,E14S,transferred
-0.7508916,1.6346487,Monocyte,E14S,transferred
-2.1342003,2.5764427,Monocyte,E14S,transferred
-3.2561288,2.3083293,Il1b+ TAM,E14S,transferred
26.944935,5.1261425,Tumor,E14S,transferred
-3.886397,1.5998613,Monocyte,E14S,transferred
2.799787,12.106,CD4 T,E14S,transferred
25.35972,4.0056705,CAF,E14S,transferred
-4.149868,1.9222388,C1qc+ TAM,E14S,transferred
-2.5795085,2.6373253,Il1b+ TAM,E14S,transferred
2.2653337,-8.105491,Neutrophil,E14S,transferred
-5.5754404,4.6821103,C1qc+ TAM,E14S,transferred
-5.423353,2.3951979,Il1b+ TAM,E14S,transferred
-2.268377,3.9492285,Monocyte,E14S,transferred
-5.1293826,4.9981894,C1qc+ TAM,E14S,transferred
-6.5170007,4.1885715,Resident Macrophage,E14S,transferred
-4.8731513,4.1010776,Il1b+ TAM,E14S,transferred
2.2746038,6.823089,mDC,E14S,transferred
-4.6805153,3.3644254,Monocyte,E14S,transferred
-4.703548,5.075134,C1qc+ TAM,E14S,transferred
-5.7330017,2.6942453,C1qc+ TAM,E14S,transferred
-2.3153474,1.6323141,Monocyte,E14S,transferred
0.6542558,0.6995546,Monocyte,E14S,transferred
2.5291078,13.723953,NK T,E14S,transferred
2.2596004,6.8295193,mDC,E14S,transferred
-3.0975542,3.7245414,Il1b+ TAM,E14S,transferred
2.891142,11.049708,mDC,E14S,transferred
1.4322473,13.836956,NK,E14S,transferred
-5.506623,1.0357152,Spp1+ TAM,E14S,transferred
-3.6042166,6.882777,C1qc+ TAM,E14S,transferred
26.384901,3.0623062,Hypoxic Tumor,E14S,transferred
-0.5161908,3.6587439,Monocyte,E14S,transferred
-3.3126726,5.4423704,Monocyte,E14S,transferred
-5.834882,2.360176,Il1b+ TAM,E14S,transferred
-5.726002,3.3169026,Resident Macrophage,E14S,transferred
2.0393846,-9.190271,Neutrophil,E14S,transferred
-6.5395923,4.0250506,C1qc+ TAM,E14S,transferred
18.711527,7.2031155,Hypoxic Tumor,E14S,transferred
-5.676154,3.9363086,Monocyte,E14S,transferred
-4.0738964,4.942913,C1qc+ TAM,E14S,transferred
0.2955921,-8.164932,Neutrophil,E14S,transferred
-3.8398657,4.2252836,Il1b+ TAM,E14S,transferred
-0.92996615,1.802996,Monocyte,E14S,transferred
-5.2249556,1.8300505,C1qc+ TAM,E14S,transferred
24.605652,4.175431,CAF,E14S,transferred
2.533813,11.305711,Il1b+ TAM,E14S,transferred
-0.34041056,2.261908,Monocyte,E14S,transferred
-0.31887415,2.6275644,Monocyte,E14S,transferred
-3.5204601,6.9595194,C1qc+ TAM,E14S,transferred
16.6833,5.8593507,Hypoxic Tumor,E14S,knn
1.6783285,14.385256,NK,E14S,transferred
-4.0436525,3.108109,Monocyte,E14S,transferred
2.2425354,7.0666413,mDC,E14S,transferred
-4.543966,3.4906478,Il1b+ TAM,E14S,transferred
3.0759463,11.187471,CD8 Terminally Exhausted,E14S,transferred
1.6109982,14.601372,NK,E14S,transferred
1.4584775,14.424147,NK,E14S,transferred
-0.95469445,1.3075039,Monocyte,E14S,transferred
-3.9303057,2.8034334,Il1b+ TAM,E14S,transferred
-4.5961633,4.002475,Resident Macrophage,E14S,transferred
16.872213,6.054853,Hypoxic Tumor,E14S,transferred
-3.9270313,5.237914,C1qc+ TAM,E14S,transferred
2.527774,7.2340083,mDC,E14S,transferred
1.9460859,6.658458,mDC,E14S,transferred
2.3452132,10.696708,CD4 T,E14S,transferred
2.6971235,11.9915495,CD4 T,E14S,transferred
-5.970078,3.276231,Il1b+ TAM,E14S,transferred
-6.863671,1.6831069,Spp1+ TAM,E14S,transferred
-3.089162,2.9370677,Il1b+ TAM,E14S,transferred
-1.6606266,2.675418,Monocyte,E14S,transferred
-4.3466725,2.685659,Il1b+ TAM,E14S,transferred
-4.4903626,4.608424,Il1b+ TAM,E14S,transferred
2.6364126,7.5886393,mDC,E14S,transferred
1.3720742,13.898859,NK,E14S,transferred
-4.9525414,2.8938134,Il1b+ TAM,E14S,transferred
-3.5892787,2.4171531,Il1b+ TAM,E14S,transferred
0.72827655,-5.5389776,Neutrophil,E14S,transferred
-3.8920171,4.7029576,Il1b+ TAM,E14S,transferred
-5.6690817,5.224106,C1qc+ TAM,E14S,transferred
-0.5270337,1.8064772,Resident Macrophage,E14S,transferred
-3.8504128,0.45813686,Monocyte,E14S,transferred
-0.8576188,1.8281877,Resident Macrophage,E14S,transferred
-3.1905282,2.5923676,Il1b+ TAM,E14S,transferred
0.49205458,5.4902506,cDC,E14S,transferred
-4.630029,0.5708714,Spp1+ TAM,E14S,transferred
-4.8278036,3.7342153,Il1b+ TAM,E14S,transferred
-1.5096828,4.163225,Resident Macrophage,E14S,transferred
-1.3962821,3.1482892,Monocyte,E14S,transferred
-6.377316,3.2278762,C1qc+ TAM,E14S,transferred
-3.0241776,3.7647114,Monocyte,E14S,transferred
-0.42799774,2.0884638,Monocyte,E14S,transferred
-5.6113677,3.9820695,Resident Macrophage,E14S,transferred
2.2770839,13.540761,NK T,E14S,transferred
-6.5263114,0.9797893,Resident Macrophage,E14S,transferred
2.6046903,7.2756596,mDC,E14S,transferred
-0.30008337,1.8155248,Monocyte,E14S,transferred
-5.3653874,3.8596146,C1qc+ TAM,E14S,transferred
0.36177346,4.883524,cDC,E14S,transferred
-0.25446704,1.6899692,Monocyte,E14S,transferred
2.315005,15.264821,NK,E14S,transferred
3.1607246,11.597837,CD8 Exhausted Proliferating,E14S,transferred
-1.1627976,1.7363206,Monocyte,E14S,transferred
-4.4528294,4.422962,C1qc+ TAM,E14S,transferred
2.256839,6.7461615,mDC,E14S,transferred
-2.8455276,1.9226929,Il1b+ TAM,E14S,transferred
-2.7577665,2.9382167,Il1b+ TAM,E14S,transferred
27.193853,4.2670093,Tumor,E14S,transferred
-3.6951873,4.9091644,Monocyte,E14S,transferred
16.733335,7.8699074,Hypoxic Tumor,E14S,transferred
3.180253,12.796001,CD8 Exhausted Proliferating,E14S,transferred
0.70444,-8.614348,Neutrophil,E14S,transferred
-4.553073,3.5849943,Resident Macrophage,E14S,transferred
-0.54389375,2.238176,Monocyte,E14S,transferred
-0.2899895,4.251964,cDC,E14S,transferred
18.503414,8.820605,Stromal,E14S,transferred
-0.6865438,0.71229565,Monocyte,E14S,transferred
16.690855,6.413755,Hypoxic Tumor,E14S,knn
5.5015583,9.788095,B,E14S,transferred
1.9959325,-8.166161,Neutrophil,E14S,transferred
-2.59046,1.363709,Il1b+ TAM,E14S,transferred
-4.43267,1.4054875,Spp1+ TAM,E14S,transferred
2.4454238,13.134473,CD4 T,E14S,transferred
-5.198304,2.3517437,Il1b+ TAM,E14S,transferred
-5.606165,2.9292035,Il1b+ TAM,E14S,transferred
-6.5864596,1.4544035,Spp1+ TAM,E14S,transferred
-5.730126,4.5492525,Resident Macrophage,E14S,transferred
-2.1236722,1.9519242,Monocyte,E14S,transferred
-6.9986067,1.7894591,C1qc+ TAM,E14S,transferred
-4.87239,3.3109925,Il1b+ TAM,E14S,transferred
2.378165,-7.5358415,Neutrophil,E14S,transferred
-1.7062948,2.4950159,Monocyte,E14S,transferred
-5.146145,5.819375,C1qc+ TAM,E14S,transferred
0.4045741,-6.2359195,Neutrophil,E14S,transferred
-1.0438935,0.24760379,Il1b+ TAM,E14S,transferred
-3.5813775,6.8567758,C1qc+ TAM,E14S,transferred
-3.1049519,5.2062445,Il1b+ TAM,E14S,transferred
-1.2774093,2.5085156,Monocyte,E14S,transferred
-3.9407122,6.111993,Resident Macrophage,E14S,transferred
0.70110714,-7.6180115,Neutrophil,E14S,transferred
-1.3807211,2.7692716,Monocyte,E14S,transferred
-4.1503973,3.371859,Il1b+ TAM,E14S,transferred
1.8919092,14.554429,NK,E14S,transferred
0.17077188,4.867391,cDC,E14S,transferred
-6.669141,3.6766906,Il1b+ TAM,E14S,transferred
-1.667782,0.6419155,Monocyte,E14S,transferred
-4.6150317,5.4175515,C1qc+ TAM,E14S,transferred
-0.72286224,2.7007341,Monocyte,E14S,transferred
-5.769944,2.520768,Resident Macrophage,E14S,transferred
-4.5847883,4.8945184,C1qc+ TAM,E14S,transferred
-1.7973934,2.0399384,Monocyte,E14S,transferred
2.60215,11.019666,mDC,E14S,transferred
2.2887504,7.2102947,mDC,E14S,transferred
-3.7898977,3.143142,Resident Macrophage,E14S,transferred
-2.7575912,2.7232437,Monocyte,E14S,transferred
-2.5892649,3.1892474,Spp1+ TAM,E14S,transferred
0.62338275,-6.0253625,Neutrophil,E14S,transferred
0.14921917,1.8200215,Monocyte,E14S,transferred
0.061139233,-7.5062737,Neutrophil,E14S,transferred
2.4198933,7.4534945,mDC,E14S,transferred
-5.4173427,4.636604,Resident Macrophage,E14S,transferred
-4.3446507,1.5856866,C1qc+ TAM,E14S,transferred
-6.0736537,1.4007779,Monocyte,E14S,transferred
-4.113429,3.9944317,C1qc+ TAM,E14S,transferred
-3.4194696,1.379114,Il1b+ TAM,E14S,transferred
-2.5755591,2.091031,Il1b+ TAM,E14S,transferred
-6.21271,2.6480536,Resident Macrophage,E14S,transferred
-4.963378,1.9526484,Resident Macrophage,E14S,transferred
-5.2357287,2.1653097,Il1b+ TAM,E14S,transferred
22.783403,4.099208,Hypoxic Tumor,E14S,transferred
-4.5160217,3.096558,Resident Macrophage,E14S,transferred
0.38836384,1.774404,Monocyte,E14S,transferred
1.92797,-7.349367,Neutrophil,E14S,transferred
-5.667276,5.439768,Resident Macrophage,E14S,transferred
0.07939568,-5.881576,Neutrophil,E14S,transferred
-4.876096,1.1599005,Il1b+ TAM,E14S,transferred
-4.160483,5.461725,C1qc+ TAM,E14S,transferred
1.800833,-8.193802,Neutrophil,E14S,transferred
-1.0730442,3.0811965,Monocyte,E14S,transferred
-3.201201,5.0216646,Monocyte,E14S,transferred
-4.361717,4.2843876,Il1b+ TAM,E14S,transferred
16.408136,7.7076707,Hypoxic Tumor,E14S,transferred
-0.88192594,1.0292346,Monocyte,E14S,transferred
0.5570087,-8.873413,Neutrophil,E14S,transferred
-3.8067882,3.207054,Il1b+ TAM,E14S,transferred
23.14301,3.9572551,Hypoxic Tumor,E14S,transferred
-3.368212,1.3153905,Spp1+ TAM,E14S,transferred
