gene,lfc_a_minus_b,mean_a,mean_b,frac_a,frac_b,pval,padj
H2-Aa,0.18421365320682526,0.3296879231929779,0.14547426998615265,0.2787878787878788,0.10486322188449848,2.564151022441218e-12,1.0256604089764872e-08
Evl,0.1705743819475174,0.2836928963661194,0.11311851441860199,0.2787878787878788,0.12310030395136778,2.7045875318905454e-12,1.0818350127562181e-08
Ikzf1,0.278739333152771,0.5246777534484863,0.24593842029571533,0.4121212121212121,0.2127659574468085,2.7862051013601003e-12,1.11448204054404e-08
Clec5a,0.34573447704315186,0.8079097867012024,0.46217530965805054,0.5676767676767677,0.3495440729483283,2.8458433223125595e-12,1.1383373289250239e-08
Rhox5,-0.20376993715763092,0.13407768309116364,0.33784762024879456,0.14343434343434344,0.29027355623100304,3.260505300805569e-12,1.3042021203222276e-08
Psmb9,0.3464723229408264,0.9258628487586975,0.5793905258178711,0.604040404040404,0.43541033434650456,3.4845558716961456e-12,1.3938223486784583e-08
Ccnd3,0.32056325674057007,0.8042652606964111,0.48370200395584106,0.5535353535353535,0.3609422492401216,3.661066089479557e-12,1.4644264357918227e-08
Gngt2,0.3530902862548828,0.6861822009086609,0.3330919146537781,0.42828282828282827,0.22340425531914893,3.6722520013490845e-12,1.4689008005396339e-08
Ptpro,0.11996456980705261,0.19669876992702484,0.07673420011997223,0.21212121212121213,0.08358662613981763,3.690583088986392e-12,1.4762332355945567e-08
Son,0.3316686153411865,1.4933384656906128,1.1616698503494263,0.8282828282828283,0.702887537993921,5.011445787991138e-12,2.0045783151964553e-08
Cd72,0.16404886543750763,0.2264564484357834,0.06240758299827576,0.21212121212121213,0.06231003039513678,5.015578414409219e-12,2.0062313657636875e-08
Mpp7,-0.39109259843826294,0.3546135425567627,0.7457061409950256,0.2686868686868687,0.418693009118541,5.172464384267469e-12,2.0689857537069875e-08
Rnase6,0.14397159218788147,0.22740639746189117,0.08343479782342911,0.24242424242424243,0.09346504559270517,5.648775876121695e-12,2.259510350448678e-08
Selenow,0.3346870243549347,0.7019228935241699,0.36723586916923523,0.45454545454545453,0.2796352583586626,5.683429117843249e-12,2.2733716471372997e-08
Nmi,0.3457670211791992,1.203572154045105,0.8578051328659058,0.7333333333333333,0.5729483282674772,5.739494924343354e-12,2.2957979697373415e-08
