gene,lfc_a_minus_b,pval,frac_a,frac_b,mean_a,mean_b,padj
Phf23,-0.18179643154144287,0.3827564129218246,0.845691382765531,0.6910299003322259,0.4058516025543213,0.4496768116950989,0.4277802882613296
Psd3,-0.3111456632614136,0.38294613891358287,0.5511022044088176,0.4717607973421927,0.41409438848495483,0.49254468083381653,0.42787278090903114
Pign,-0.4385274052619934,0.3854825799105235,0.8196392785571143,0.6843853820598007,0.3448055684566498,0.44338056445121765,0.43058651763253114
Ppp4r1l-ps,-0.5693380832672119,0.3873684885088333,0.657314629258517,0.5149501661129569,0.18648691475391388,0.26559048891067505,0.4325722931421924
Phf14,-0.12564459443092346,0.3909172559845904,0.8797595190380761,0.7740863787375415,0.5492682456970215,0.5870042443275452,0.4364133474569806
Calm2,0.12996089458465576,0.3920573019111333,0.9559118236472945,0.9019933554817275,1.5124597549438477,1.4429376125335693,0.43756395302581846
Csde1,-0.012746065855026245,0.39253005034719635,0.935871743486974,0.8538205980066446,0.8737303614616394,0.8788871169090271,0.43796937277232506
Plcg2,-0.6285922527313232,0.3936016777040182,0.6953907815631263,0.5830564784053156,0.22939886152744293,0.3355007767677307,0.4390425852805558
Cse1l,-0.015812158584594727,0.39446522568506304,0.8476953907815631,0.7093023255813954,0.46797695755958557,0.47208717465400696,0.4398831621801651
Ap3d1,-0.29561084508895874,0.3952245271879554,0.8517034068136272,0.7259136212624585,0.4144381284713745,0.48876217007637024,0.4406070537212435
Trib3,-0.010049283504486084,0.39616712909908525,0.7715430861723447,0.6644518272425249,0.529552161693573,0.5324218273162842,0.4415348332115745
Gm29585,-0.8071799278259277,0.39816463306654193,0.3046092184368738,0.24750830564784054,0.08593929558992386,0.14585314691066742,0.4436374741688489
Atr,-0.4615696668624878,0.39882936144157455,0.6913827655310621,0.5382059800664452,0.20285958051681519,0.26979559659957886,0.4442543708622384
Strada,-0.597907543182373,0.4006146778363371,0.7354709418837675,0.584717607973422,0.21823079884052277,0.31415966153144836,0.44611879491797
Tln2,-0.2501630187034607,0.40074165974215814,0.7875751503006012,0.6528239202657807,0.37158453464508057,0.42868664860725403,0.4461359974863993
Utp18,0.05628564953804016,0.401109701307936,0.9238476953907816,0.8073089700996677,0.858711302280426,0.8364139199256897,0.4464214817005409
Phtf1,-0.3483837842941284,0.40122704864431924,0.7975951903807615,0.6395348837209303,0.30046480894088745,0.3689504563808441,0.4464278705360993
Ly75,-0.25353682041168213,0.40262651610723166,0.8196392785571143,0.6677740863787376,0.37445056438446045,0.4327263832092285,0.4478604183617705
Pim1,-0.6924872398376465,0.4037404542330997,0.5050100200400801,0.44019933554817275,0.13452810049057007,0.20921380817890167,0.4489746502453152
Prkcd,-0.36488354206085205,0.4039866248725331,0.7855711422845691,0.6445182724252492,0.27902889251708984,0.34675171971321106,0.44912354071432253
Heatr3,-0.12370693683624268,0.40471893216066124,0.8777555110220441,0.7109634551495017,0.42082762718200684,0.45111772418022156,0.4498126503591678
Isg15,0.13558411598205566,0.4075425083028127,0.9799599198396793,0.8986710963455149,2.041562080383301,1.9602938890457153,0.4528250092253474
