gene,corr_v_hypoxia_residual
Rabgap1,0.1188544064610386
Nfatc3,0.11884414437399293
Dnajb1,0.11883902593980648
R3hdm1,0.11881256623215783
Zfp36l1,0.1188103257265872
Arfgef1,0.11879320013347656
Rcor1,0.11868902555264471
Psmb3,-0.11864972752799406
Tcof1,0.11864753772557754
Srrt,0.11864496856673634
Ran,-0.11855597426039538
Csnk1g1,0.11852057944128508
Cstb,-0.11850017269546927
Cope,-0.11847517806623735
Exoc6b,0.11846693356454104
Peak1,0.11846459703816518
Zeb2,0.1184401498313122
Ano6,0.11840564142081013
Zbtb20,0.11837629941537657
Vps13a,0.11835268813396735
Igf1r,0.11828583925585565
Atp5md,-0.11823557552491093
Cntn3,0.11821281535198075
Atp5g3,-0.11821140171448856
Uck2,0.11818936127301861
Acp1,-0.11816554070134777
P4ha1,0.11814091872746942
Srcap,0.1181160703042315
Sri,-0.11809912215754131
Rai14,0.11808880144044485
Snhg12,0.1179971665534839
Rpl29,-0.11789583527683903
Tnpo3,0.11788954538181003
Sde2,0.1176843883150955
Zbtb38,0.11765907470593938
Vps29,-0.11759678507797751
N4bp1,0.11756068891947173
Zmiz1,0.11756040840087005
Tbcb,-0.11753544149129222
Ets1,0.1174851853522483
Strn3,0.11734480526381659
Atp2b1,0.11732772439672283
Hnrnpk,-0.11701632894228634
Usp10,0.116930145667454
Rps18,-0.11685760663908401
Cox6a1,-0.11678600441616907
Ndufa6,-0.11677947526111837
Zfp638,0.11673957772534299
Ppp4r2,0.11670239741160915
Uqcrfs1,-0.11664733864464474
Med1,0.11658329158889451
Kcnq5,0.11657749040538756
Rbm6,0.11646917091916094
Rps27,-0.11641218837225634
Kidins220,0.11640988029355318
Stag1,0.11636662611187061
Tasp1,0.1163387953011765
Chd6,0.11630581444778183
Ilrun,0.11629332744682583
Iqgap1,0.11627112145784706
Ctdspl2,0.11623268583707112
Rps12,-0.11623160854647216
Bltp1,0.11613785173404986
Fubp1,0.11601267539171857
Hint1,-0.1160093499397225
Rpl6,-0.11599087552098017
Srpk2,0.11592518089833835
Rnf10,0.1158624477229269
Ankib1,0.11584914986412025
Gm56906,0.1158382634553221
Ndufb2,-0.11580573541477412
Mir100hg,0.11574695735146999
Cdc42,-0.11573222780322125
Rps27l,-0.1156636938367347
Clic4,0.11552665858138461
Mrps16,-0.1154493074711667
Gatad2b,0.11533293396424192
Slc4a7,0.11529378736997524
Thoc2,0.11522162128033048
Tnpo1,0.11503311094226433
Klf2,0.1149421862929629
Pcgf5,0.11492839538219092
N4bp2l2,0.11486679948107535
Nipbl,0.11465751579901937
Apex1,-0.11460636117930642
Cuta,-0.11460087773642273
Arhgef2,0.11454036596973943
Slirp,-0.11445202795100683
Nrd1,0.11435711058863876
Mrpl20,-0.1143421968704584
Gigyf2,0.11426810508995479
Sptlc2,0.11412171614178467
Col6a2,-0.11401786903072142
Upf2,0.1139421598773865
Gabarap,-0.11383193287344281
Abracl,-0.11372966245379627
Swt1,0.11363793082370555
Gm55594,0.11363417774335727
Cox7a2,-0.11363139988911271
Prrc2b,0.11349589167147477
Pin1,-0.11347866044945963
Akr1b3,0.11342563012917997
Dip2c,0.11332221689980347
Srsf4,0.11316228400719629
Fus,0.11316078553393322
Mrps14,-0.1130412927868393
Tnrc6c,0.11302724670978048
Srrm1,0.1130113626096396
Abcc1,0.11279904301751663
Eps8,0.11271250793364293
Kcnq1ot1,0.11270081296353957
Son,0.11262941857020801
Cfl1,-0.11258101720240624
Chd3,0.11251305359043363
Zfp608,0.1125047674984304
Acin1,0.11247736060468885
Nsd2,0.11240926577660776
Farp1,0.11228459992399416
Gps2,0.11223180412499419
Kif16b,0.11218810756937098
Npm3,-0.11201886946399342
Ndufa12,-0.11200810732573896
Tacc1,0.11174554441993285
Ralgapa1,0.11174332691635051
Pcnt,0.11166877978578578
Ifi27,-0.11155180297935657
Epb41l2,0.11142319362855338
Sbno1,0.1113606466330363
Mllt3,0.11135446344246308
Snrpc,-0.11133817167880837
Ndufs5,-0.11114879325290226
Spop,0.11114307116023736
Afdn,0.11098206685097203
Ndufa3,-0.1108807242890016
Purb,0.11081748310182807
Wdr43,0.1108094179757409
Rorb,0.11079506592037902
Cmss1,0.11075888895292876
Trip12,0.11074235746899538
Atxn1,0.11072689779792497
Hnrnph1,0.11068831484965116
Ndufb10,-0.11062624230506757
Ciao2b,-0.11052926180324238
Epb41,0.11044921155574017
Atp6v1f,-0.11042610924945719
Ehmt1,0.1103829567355241
Tmcc1,0.1103346409512415
Pnn,0.1101996631568198
Ubxn1,-0.1101424167480781
Cbfa2t2,0.11003622019712259
Mprip,0.1100299514188472
Ube2m,-0.10997395229405424
Dennd2b,0.10994236149010432
Rad51b,0.1099258778002132
Cox7a2l,-0.10989951385930925
Copa,0.10989490047728324
Arhgap42,0.1098925094898355
Fbxo11,0.10974970602547582
Gm12610,0.10969856765743308
Trim44,0.10969227073490526
Map4,0.10956588272216367
Snhg1,0.10951421465668289
Rps20,-0.10947981246408761
Lgals1,-0.10945396630987027
Slc30a4,0.10935531917800986
Baz1b,0.10930870575306675
Ptbp2,0.10924162375502085
Diaph1,0.10922006718925638
Fgfr1,0.10919246430721001
Zfhx4,0.1091692144508251
Gsn,-0.10911285365905758
Mdm4,0.1090717751705753
Gm10076,-0.10899769711491707
Ldha,-0.10889079678652969
Lamtor2,-0.10884059293235734
Eif3g,-0.10881210442723528
Sltm,0.10874223488909111
Ubap2l,0.10867378517835642
Rabep1,0.10848628797542792
Atp5j,-0.10846203874148073
Dnajc5,0.10846121176865085
Erc1,0.1084116603994443
Eef1d,-0.10837903269998779
Prkce,0.10833320718015943
