gene,r_vres,pval,padj
Sec24a,0.16519331825006717,2.367962854260698e-14,1.0547718727219145e-13
Dnajb4,0.16483180721198787,2.699793195248656e-14,1.1999080867771803e-13
Pum1,0.1648006072390292,2.7304864622232946e-14,1.2122026469359798e-13
Kansl1,0.16457265822087755,2.965381031134723e-14,1.31211550050209e-13
Usp34,0.16370720061314312,4.0522337611064414e-14,1.773406460002819e-13
Luc7l3,0.16352906834239408,4.3203249987769756e-14,1.8866048029593781e-13
Epc1,0.16347154790513735,4.41056009397971e-14,1.923908437940986e-13
Bag3,0.16317836568764635,4.900056683590892e-14,2.1327776642397789e-13
Kmt2a,0.16317024504212174,4.914348218311092e-14,2.136673138396127e-13
Tank,0.1627606032387217,5.69096346014986e-14,2.46362054551942e-13
Lmtk2,0.16212975544915387,7.128438258522404e-14,3.0659949499021095e-13
Safb2,0.1620097920409338,7.439607301778723e-14,3.1963941146202894e-13
Cd44,0.1617997375792291,8.016908313430018e-14,3.429693396119794e-13
Lamc1,0.16177463453363233,8.088777327826051e-14,3.4567424477889107e-13
Mroh1,0.1617332287799353,8.208705506471089e-14,3.5042499494006783e-13
Specc1,0.16169557416512945,8.319284164238185e-14,3.547669153193256e-13
Cbx7,0.1614325016351489,9.133721378933813e-14,3.89082912840631e-13
Rev3l,0.16136554217844484,9.35321975224457e-14,3.9758638691794133e-13
Slc9a1,0.16129402817042784,9.593370314911909e-14,4.07361796811546e-13
Zfc3h1,0.16084940921922294,1.1228240106663918e-13,4.752694225042928e-13
Pten,0.16064430730703977,1.2071805119355364e-13,5.098967315461611e-13
Snhg20,0.16041973065199783,1.3066914449204609e-13,5.496073375059773e-13
Osbpl8,0.16023034109524587,1.396837162631974e-13,5.869063708537706e-13
Arhgap28,0.16012189016069545,1.4511785814074867e-13,6.090990897827857e-13
Myh9,0.15997755804316205,1.5267295244029363e-13,6.401381653681075e-13
Ddx23,0.1598568423430274,1.592873523592095e-13,6.671721564783645e-13
Slc1a5,0.15978080028382063,1.6359753927231193e-13,6.845085325201336e-13
Stard13,0.15945911332217888,1.8313354759810833e-13,7.646494680505567e-13
Hoxb6,0.1594000439067836,1.8696182183958442e-13,7.79819903397641e-13
Ankrd1,0.15927949778629358,1.950197685524167e-13,8.12582368968403e-13
Rbbp6,0.15887159074839965,2.2489768939107216e-13,9.322184016210245e-13
Mysm1,0.15867395907880516,2.40946519914081e-13,9.956467765044671e-13
Aebp2,0.15831527208709373,2.7299512971581146e-13,1.1245937372433017e-12
Ankrd28,0.15825665161031013,2.786163363638838e-13,1.1453908997487515e-12
Wnk1,0.158152356572823,2.888995493804542e-13,1.1864457880100789e-12
Rapgef1,0.15806250094105692,2.980571109111324e-13,1.2190474883890896e-12
Hnrnpu,0.15775120908075352,3.3203973850457674e-13,1.3511281322668433e-12
Pds5a,0.15773256283100023,3.3419181351488483e-13,1.3585033069710765e-12
Emp1,0.1576650332934581,3.4210097443571564e-13,1.389242535779556e-12
Nop2,0.1575088800897841,3.611000898850524e-13,1.4634248830194628e-12
Trio,0.15745443961239602,3.6796427149225935e-13,1.489733892681212e-12
Kpna1,0.15738590811998657,3.7678740616244237e-13,1.5239126639532552e-12
Spen,0.15729154041455373,3.8927744302606977e-13,1.5712510313867598e-12
Sppl3,0.15710667101258852,4.1493468654748407e-13,1.6714388179153438e-12
Schip1,0.15690595649481232,4.446708761388123e-13,1.785826811802459e-12
Nfx1,0.15689409966561088,4.4649144393133e-13,1.791339795110652e-12
Ywhag,0.15683756767176782,4.552727590060895e-13,1.824740517058475e-12
Srrt,0.15671239230233708,4.753241202770275e-13,1.8993970840240858e-12
Ubxn7,0.15667367842770338,4.816991597605979e-13,1.922950737567257e-12
Pan3,0.15664935930084242,4.857466292646057e-13,1.9371749920821763e-12
Atp2a2,0.15664392135069874,4.866562303387661e-13,1.938869443580741e-12
Ewsr1,0.15661742949950797,4.911114559776609e-13,1.9546724616026306e-12
Sec61a2,0.15654529991901467,5.034455362406373e-13,2.001771515867345e-12
Cfl2,0.15644932549162266,5.203293265794057e-13,2.0668493607920783e-12
Brwd1,0.1564103453258352,5.273442426362723e-13,2.092635883477271e-12
Btaf1,0.15615289013308145,5.760630551822648e-13,2.2769290718666596e-12
Dmxl1,0.15568805484869616,6.754530373036212e-13,2.6618838908517094e-12
Txlna,0.15539140787178407,7.474807055050534e-13,2.9341735250443707e-12
Ppp1r12a,0.15535468403562563,7.569055856504026e-13,2.96825719862903e-12
Zfp692,0.15532709655410196,7.640622705786406e-13,2.9933879356655853e-12
Ddi2,0.1551089428134388,8.230420121162045e-13,3.215007859828924e-12
Ankrd12,0.1549904234346977,8.569335043219673e-13,3.344130748573531e-12
Twist2,0.15474358833262528,9.319709112788692e-13,3.6263459582835376e-12
Mideas,0.1544431996485009,1.0320187175365155e-12,4.0039523473773635e-12
Cnot1,0.15434450979822956,1.0671317634664213e-12,4.132165589414991e-12
Oga,0.1542921705510047,1.0862263477760191e-12,4.202036161609359e-12
Chd4,0.15408815257932057,1.163907696154614e-12,4.489518596546245e-12
Klf4,0.1540560942805511,1.1765994641271099e-12,4.534101981222003e-12
Wasl,0.15403765337397796,1.1839615348647595e-12,4.55808098119253e-12
Zfp131,0.15373221353610886,1.3126792043759413e-12,5.0439162512043855e-12
Esyt2,0.15366974351106116,1.340647266317856e-12,5.146438642295032e-12
Brd8,0.1534836916440495,1.4274500692081363e-12,5.463923709887603e-12
Helz2,0.1530743927331243,1.6382617170262763e-12,6.252907316894184e-12
Stk24,0.1528965371620164,1.7391137111816726e-12,6.631510814801421e-12
Rif1,0.1527351359649296,1.8358872474937657e-12,6.993856180928631e-12
Mx2,0.15272231608921275,1.843796276167418e-12,7.017302668572477e-12
Gtf2h1,0.15238393277622608,2.0650646368899102e-12,7.822214533673903e-12
Zfp367,0.15235638357746772,2.0841840020420844e-12,7.887167462789346e-12
Zc3h7a,0.15208296077871342,2.283599273485502e-12,8.633645646448021e-12
Lrrfip1,0.1520171552837874,2.3343177785192274e-12,8.817064319241653e-12
Runx1,0.15188345204077114,2.440791159468678e-12,9.210532677240294e-12
Tra2b,0.15187423436361552,2.4483044678546848e-12,9.230177070140188e-12
Slc7a1,0.1517376145641987,2.562356924475216e-12,9.651061862430193e-12
A930015D03Rik,0.1512214687175009,3.04217283882799e-12,1.142600127259339e-11
Atxn2,0.1509625472084956,3.3149885973347285e-12,1.2438981603507423e-11
Plcd3,0.1509095185235777,3.373750569584242e-12,1.264761225711056e-11
Dido1,0.15078098761505102,3.5204453066260424e-12,1.3160543202340346e-11
Chd1,0.15049508677566875,3.869522536849499e-12,1.4451998270212883e-11
Glis3,0.1500316850765478,4.508604780199717e-12,1.6776203833301272e-11
Hs2st1,0.15002632349945363,4.516573005326497e-12,1.67902342205446e-11
Trim33,0.14974839011110025,4.949075540561616e-12,1.8380967652967934e-11
Ascc3,0.14967104215885296,5.076489058609002e-12,1.8836694095024125e-11
Stx16,0.14952760378314223,5.321331061600605e-12,1.972689920889937e-11
Kdm2a,0.14947848497883348,5.407803968813874e-12,2.0028903588199536e-11
Gfod1,0.1494670226533063,5.428180438474729e-12,2.0085774055410653e-11
Nup98,0.1494312135722355,5.492323553434254e-12,2.0304338460015725e-11
Tnpo1,0.14935008473403472,5.640404539652036e-12,2.079411811853285e-11
Tjp1,0.14933534506119012,5.667724840900908e-12,2.087559794070316e-11
Chuk,0.1492779713406095,5.775307799191155e-12,2.1252282609719062e-11
Tcf20,0.1487350971872499,6.89746672601267e-12,2.5335047662121837e-11
Purb,0.14866418507892742,7.058975852805466e-12,2.5871376545428746e-11
Acin1,0.14866248814872168,7.0628857969020475e-12,2.5871376545428746e-11
Gm48099,0.1486545640517228,7.081172021548427e-12,2.5914627709234864e-11
Rassf1,0.14849121346452365,7.468629261091186e-12,2.7282663967456387e-11
Tent4a,0.14790694864431375,9.031968181480213e-12,3.2873405574086306e-11
Rab31,0.14780616938077468,9.332259650990011e-12,3.3904667215222566e-11
Ubr5,0.14776318372286745,9.46329766755116e-12,3.434953781325285e-11
Trak2,0.14771209865774135,9.621369766409946e-12,3.489164013203969e-11
Snhg5,0.14741681999291073,1.0586991342661377e-11,3.825471126526243e-11
Impact,0.14740431572308949,1.0629911274312995e-11,3.837513095419853e-11
Slc25a28,0.14737651249990985,1.0725955009724953e-11,3.8686943227141396e-11
Atp1a1,0.14731189153204147,1.0952475919713361e-11,3.943285659662776e-11
Gm36220,0.1466957201521603,1.3361518368435048e-11,4.793369818272663e-11
Rab11fip1,0.1465166529012672,1.4154032352598004e-11,5.073129875483155e-11
Pnisr,0.14651083673278464,1.4180530229482016e-11,5.078077074120686e-11
Usp32,0.1462639668230174,1.5351134592693872e-11,5.492355847117664e-11
Setd2,0.14620981778790526,1.5620271982146362e-11,5.573692054289514e-11
F3,0.14602243721988706,1.6587727342739027e-11,5.903105815921361e-11
Slc7a5,0.14576119930590126,1.8034992800008296e-11,6.40106221828156e-11
Lonp1,0.1455947267569575,1.9020961398532057e-11,6.745021772529097e-11
Qki,0.14504734738947006,2.264932254029259e-11,7.97511357052556e-11
5430405H02Rik,0.1450081149061624,2.2933940890089813e-11,8.061139152931392e-11
Sat1,0.1449322252653525,2.3494459034475065e-11,8.250907474793701e-11
Agap1,0.14465731315390543,2.563940543603602e-11,8.988398049442952e-11
Eif4e,0.14451184772076095,2.685068895911223e-11,9.404794731738085e-11
Pabpc4,0.14427611760416725,2.893343230678866e-11,1.0125435627922541e-10
Chd2,0.14421985303146442,2.9453441277848476e-11,1.0289411800121738e-10
Filip1l,0.14413211273444015,3.028264829495362e-11,1.0569859788814528e-10
Trpm7,0.14401144516471656,3.1460435471292525e-11,1.0971381158253715e-10
Arglu1,0.14390474846034407,3.2539094348303356e-11,1.1327796117773144e-10
Usp48,0.14381026652345702,3.352440179694166e-11,1.1660661494588402e-10
Otud4,0.14377606944244095,3.388817015230584e-11,1.177694879315581e-10
Ets1,0.14363173883936894,3.546646544773781e-11,1.2293402234917785e-10
Ints6,0.14327138236921885,3.972750429031587e-11,1.3758443044265238e-10
Rabgef1,0.1432070025022307,4.053976570910356e-11,1.4027600591385316e-10
Tulp4,0.14304310254473962,4.2681639252758165e-11,1.4755968626709824e-10
Zzz3,0.14303206680904657,4.282976661314966e-11,1.4794392612486929e-10
Usp6nl,0.14298348556505996,4.348784787328697e-11,1.5008748187501973e-10
Kmt2d,0.14294765169632656,4.397957840148033e-11,1.5165371862579427e-10
Cdh18,0.1428805829178928,4.491458143471472e-11,1.5473419084124312e-10
Ddx46,0.142786717678397,4.625585816962522e-11,1.5895483907087703e-10
Tet2,0.14249466883227419,5.068440625218712e-11,1.7402371245386137e-10
Rsf1,0.14213241503738938,5.675633297424634e-11,1.9420473216166413e-10
Ldlr,0.14211406983961947,5.708204738106667e-11,1.9515229873868947e-10
Macf1,0.14198353659074114,5.945297039025586e-11,2.0308444198208663e-10
Rhoq,0.14197025869210297,5.969946749898755e-11,2.0375244880200528e-10
Etv6,0.14168627513597926,6.521714920721943e-11,2.2239437069810546e-10
Pum2,0.14166257909876637,6.569945647892399e-11,2.2384823331831002e-10
Myo5a,0.1413636712720847,7.209100528491753e-11,2.4520750096910723e-10
Ubr4,0.14125667496173455,7.45234620220346e-11,2.5326580126434867e-10
Ubn1,0.1412295740288097,7.515219541597317e-11,2.55185722974442e-10
Gm56906,0.1411372592480265,7.733301526063743e-11,2.623681603414332e-10
Kpna4,0.14112768469728074,7.75627102735793e-11,2.6292444160535355e-10
Slc16a10,0.14107029138187516,7.895362589552862e-11,2.67412788807887e-10
B230219D22Rik,0.14103782522309888,7.975119922392302e-11,2.698856149709747e-10
Asxl2,0.14087551534938444,8.385811437287089e-11,2.835439201111442e-10
Tbc1d4,0.14078175586262182,8.632392025864116e-11,2.916348657386526e-10
Rtn4,0.14072642005457484,8.781230706122167e-11,2.964128508395668e-10
Nmt2,0.14017246690254226,1.0416388214860345e-10,3.498367158643273e-10
Bmt2,0.14015406987592396,1.0475508165983614e-10,3.5152711966387967e-10
Ranbp9,0.14015075129533117,1.0486207465647072e-10,3.515911975070267e-10
Arhgef28,0.1401427577417096,1.0512022998811651e-10,3.521615744995528e-10
Gtpbp2,0.14008857411320103,1.0688655451961505e-10,3.5777926199034327e-10
Cenpf,0.13999853608013443,1.0988601060590074e-10,3.6751174115685867e-10
Zfp292,0.13970658349521312,1.2018843753644482e-10,4.0096226033843145e-10
Ahcyl1,0.13946521815494511,1.2941304544836846e-10,4.3101763679723045e-10
Pvt1,0.13934716949361292,1.341729996575954e-10,4.461280121615807e-10
Tnfrsf23,0.1392972864418713,1.3623538931779812e-10,4.5223365748646676e-10
Tut4,0.13917563812538408,1.4139555523227283e-10,4.685851043323043e-10
Mycbp2,0.13909618376010177,1.4486844145042064e-10,4.796968259947703e-10
Srsf11,0.13908978599173819,1.451516787685851e-10,4.802371505991236e-10
Ahcyl2,0.13884924320307,1.5620224437453398e-10,5.155189583317953e-10
Setd7,0.13881484690704032,1.5784809074000304e-10,5.205213214839342e-10
Eif4a2,0.13864286792358996,1.6633455776116113e-10,5.467035587877112e-10
Myc,0.13842622420403544,1.7766110294596508e-10,5.826184322259427e-10
Myef2,0.1384255292352672,1.776986218289125e-10,5.826184322259427e-10
Vmp1,0.1383798721018133,1.8018050957225918e-10,5.902719396306607e-10
Morc2a,0.13830063478591934,1.8456836092217843e-10,6.041517542460832e-10
Wwc1,0.13818645080651665,1.9107542444583856e-10,6.244294916530672e-10
Ino80d,0.13780444137002212,2.1451496179766353e-10,6.987458039011841e-10
Apbb2,0.13764258414031605,2.252723821921691e-10,7.331892016018523e-10
Marf1,0.13758940393209884,2.289204580108764e-10,7.438520162822954e-10
Id1,0.1374784194905161,2.3672052034651084e-10,7.679497821460206e-10
Gm49504,0.1374405229815252,2.394428596587207e-10,7.755234320930226e-10
Sacs,0.13735249341890987,2.458850328923172e-10,7.95101157291244e-10
Zfp609,0.13731602948264449,2.4860280726614177e-10,8.032400880973886e-10
Cmip,0.1372072940676965,2.568824415317578e-10,8.286530371992188e-10
Stxbp5,0.13712204662720318,2.635612164433367e-10,8.495123817674027e-10
Fndc3b,0.13709244443576654,2.6591982773349184e-10,8.564245659693779e-10
Srsf5,0.1368650709869802,2.847360096604328e-10,9.155498702907806e-10
Nopchap1,0.13670572807567105,2.9869028976291176e-10,9.588773347123973e-10
Stam2,0.13665172235353873,3.035694975754339e-10,9.729791588956215e-10
Gm56730,0.13662903110183502,3.056426897743739e-10,9.78406949647259e-10
Pfkp,0.13662783699172273,3.057521717647684e-10,9.78406949647259e-10
Cdkn2a,0.13637262577207995,3.3005085152448283e-10,1.0536340032704958e-09
Foxn2,0.1363360360381217,3.336854924322547e-10,1.063539418110772e-09
Iws1,0.13622047443040586,3.454231133486771e-10,1.0983246847334726e-09
Pias2,0.13614003874411504,3.538297577627933e-10,1.1241612637419961e-09
Son,0.13612501965435123,3.554214258418754e-10,1.1283219867996044e-09
Arhgef3,0.1361184907505954,3.5611551144341255e-10,1.129628902278866e-09
Maf,0.13601148720719164,3.676812560933457e-10,1.1653922538616345e-09
Rbm26,0.13596562664368228,3.727496559892028e-10,1.1805214758169526e-09
Ttc14,0.13590020939126785,3.8009754883330125e-10,1.2018894824768418e-09
Snrnp48,0.13583580825423852,3.8746925676803543e-10,1.2242314589827344e-09
Pspc1,0.13537671905557325,4.4421337852080944e-10,1.4001997746912827e-09
Sde2,0.1353636016371823,4.459484125353112e-10,1.4045619292450747e-09
Csnk1d,0.1352719136236699,4.582618619244473e-10,1.4422088494868523e-09
Srcap,0.13518238318240305,4.706052690531729e-10,1.478728260968336e-09
Mcl1,0.13516998178197576,4.723403949221803e-10,1.4830153686724657e-09
Eed,0.134863599816746,5.172443150032117e-10,1.617652275225056e-09
Ddr2,0.13483411090019076,5.217796839625556e-10,1.6305615123829865e-09
Skil,0.13422756639109173,6.241507380272179e-10,1.947428199772911e-09
Rfx7,0.13399167037523016,6.690435986928988e-10,2.0858724822849535e-09
Irf2bp2,0.1339326226338699,6.807644454257563e-10,2.119555395004002e-09
Ppp4r2,0.1339319097322682,6.809071706450355e-10,2.119555395004002e-09
Ddit3,0.1337110248931374,7.265629600809624e-10,2.25640670832597e-09
Cyth3,0.1337012168064818,7.286579677820179e-10,2.261157386445362e-09
Zfp36,0.13367683006953476,7.338925312958638e-10,2.273873063658757e-09
Rbpj,0.13360811927907976,7.488390811497698e-10,2.3165942185607727e-09
Rbfox2,0.1334146249875567,7.925417877586168e-10,2.444230648446004e-09
Notch2,0.13337229749440227,8.024281537061262e-10,2.4728140329926847e-09
Slc6a6,0.13333298431362878,8.117180749856327e-10,2.4995167820958666e-09
Marchf7,0.13332119043443552,8.145254168152331e-10,2.506232051739179e-09
Hexb,0.1333055191286167,8.182703627100047e-10,2.5158197162490537e-09
Suco,0.13317217578098123,8.508214685496747e-10,2.613890840398386e-09
Zfp64,0.13316573420222502,8.52425503339693e-10,2.6168089127849365e-09
Tspan5,0.13299334046692188,8.964655786722005e-10,2.7498944131049096e-09
Tnrc18,0.13297333307755688,9.017181079418563e-10,2.763886920894579e-09
Rngtt,0.1329493496254852,9.080540041681347e-10,2.7811761230264464e-09
Sestd1,0.13278069496381845,9.538504073844275e-10,2.9147453243221617e-09
Map1s,0.13277065598860438,9.566462320272199e-10,2.921057197029679e-09
Rel,0.1324556938010356,1.0485337838134422e-09,3.1894563766188354e-09
Lzts2,0.13239516630153614,1.0671518293069422e-09,3.2436225814800676e-09
Itpr2,0.13227820946190663,1.1040442192516032e-09,3.3532094738089696e-09
Fubp1,0.13221414955785057,1.1247746856679956e-09,3.413580229644903e-09
Zfp451,0.13217032258401393,1.13917553430395e-09,3.454664243529795e-09
Soat1,0.1318869539262933,1.2367169564124568e-09,3.744790178387455e-09
Ier5l,0.1318501735469726,1.2499593340035382e-09,3.7820252163495864e-09
Ube2o,0.13171948493687016,1.2981390850091651e-09,3.924834724139578e-09
Dync1h1,0.13154149512947289,1.3666763367869378e-09,4.1289315310783616e-09
Gbe1,0.1315004518185779,1.382973735791065e-09,4.171866472974555e-09
Sf3b3,0.13143869209604517,1.4078544606950512e-09,4.240525484021239e-09
2810403D21Rik,0.13142642780375513,1.4128469210395469e-09,4.252360936161164e-09
Rbm25,0.13140336259143068,1.4222828941876513e-09,4.2775425389102295e-09
Actn4,0.13138243048815032,1.4308993216267193e-09,4.300223355752726e-09
Slf2,0.13134683775808112,1.4456674675536912e-09,4.338086924392172e-09
Topbp1,0.13125220917888933,1.4856564970818043e-09,4.454742120185321e-09
Senp5,0.13110239105410254,1.5511806250417199e-09,4.644253368388383e-09
Hk1,0.13095645035989767,1.6177109665883938e-09,4.83982338545518e-09
Rai1,0.1308454180036685,1.670180830744337e-09,4.989337806555152e-09
Ino80,0.13081143870316408,1.686566803420691e-09,5.027024749391031e-09
Pdlim5,0.1308032725646586,1.690528063869983e-09,5.0350798626060554e-09
Smarca4,0.13079468353655488,1.6947042366452621e-09,5.04376260906328e-09
Hnrnph2,0.13040480652477446,1.8952228818260728e-09,5.632163096065595e-09
Btbd9,0.13032537898573449,1.9388175439539042e-09,5.753167786213365e-09
Dnajb1,0.1302708729322074,1.9692970299975305e-09,5.839279555218771e-09
Mib1,0.13026606809423488,1.9720061332942576e-09,5.8429811356866896e-09
Mef2d,0.1299889976793769,2.1345166816637724e-09,6.301156255834014e-09
Ccnt1,0.129972721063644,2.1444584763939046e-09,6.3258362135513416e-09
Dgkh,0.12989382986229026,2.193287662187411e-09,6.4651073314293624e-09
Syne2,0.12976496864700315,2.275382301630676e-09,6.702157000384908e-09
Zbtb7a,0.12971081032093762,2.310771189262392e-09,6.801386870529482e-09
Npat,0.12967795898442314,2.332497803677408e-09,6.8602876578747294e-09
Kif21a,0.12963969595812735,2.358054228869621e-09,6.930357763026072e-09
Bcl2l11,0.1295984685084419,2.3858956665112505e-09,7.007035731310574e-09
Vwa8,0.1295076199042911,2.44838096283335e-09,7.185270617265884e-09
Zfp148,0.12947371477522926,2.472106530080439e-09,7.249579267098061e-09
6820431F20Rik,0.12944013274687133,2.495826515347326e-09,7.313777334351138e-09
Cep350,0.1293739299995787,2.5432379879306968e-09,7.447256187205554e-09
Gm45589,0.1293354457756961,2.5712003467799617e-09,7.523629398039391e-09
Ddx21,0.12929577759694133,2.6003360569942705e-09,7.603321804076815e-09
Plaur,0.12919557725876352,2.6753699921454524e-09,7.817005090271591e-09
Aff1,0.12915356948386775,2.707450153029563e-09,7.90496395045128e-09
Cchcr1,0.12908320494227693,2.7620261242826216e-09,8.052554298200063e-09
Pibf1,0.12872966148523404,3.05285373170754e-09,8.881029037694663e-09
Rrs1,0.12866408481114988,3.109980183761167e-09,9.04064006907316e-09
Agps,0.1286161078767103,3.1524322624015073e-09,9.157392192887458e-09
Bptf,0.12853337786789196,3.226963333262064e-09,9.353516908005982e-09
Tacc2,0.1285251650280449,3.2344551052246313e-09,9.36844346191059e-09
Wwp2,0.12848905445053688,3.267596516904051e-09,9.457587603195518e-09
Tanc1,0.12845832795478176,3.2960565125791945e-09,9.526174891847384e-09
Zfp36l1,0.12829091881248567,3.4554042592118717e-09,9.950768205073785e-09
Sms,0.12824435411885193,3.5010428126327654e-09,1.00749433457058e-08
Zbtb38,0.12809077485288028,3.655762275702504e-09,1.050506401063938e-08
Stam,0.12803122809749487,3.7175233692181006e-09,1.0674869689068487e-08
Lcorl,0.12802175781861208,3.727438901082622e-09,1.0692063545242225e-08
B4galt5,0.1280204052483225,3.7288571614032255e-09,1.0692063545242225e-08
Gadd45a,0.12792134987468437,3.834162615604997e-09,1.0986139299727784e-08
Cntrl,0.1277394195515163,4.035157490072949e-09,1.1545514993055649e-08
Col7a1,0.12773439552576954,4.040850916635546e-09,1.1553540862431868e-08
Vcl,0.12768270496737877,4.099884309109914e-09,1.1705594030292402e-08
Gse1,0.1275142573327327,4.298139315595798e-09,1.2236695560415083e-08
Scaf8,0.12724473429025357,4.63489880325965e-09,1.3167326145624005e-08
Sipa1l1,0.12705025584939655,4.893688420212849e-09,1.386314000060297e-08
Slc7a6,0.12703678893515508,4.91211972527848e-09,1.3905505237872555e-08
Nisch,0.12698423588162214,4.9846935386415235e-09,1.4091006469658017e-08
Ppme1,0.12695667802544308,5.023165514190779e-09,1.4189733090934406e-08
Baz2b,0.12679789504437078,5.250521656326742e-09,1.481106250021648e-08
Ern1,0.12676743468306456,5.295266295812693e-09,1.4926754886011818e-08
Arfgef2,0.12644674240101555,5.7894215246594734e-09,1.6285292615075873e-08
Tnk2,0.12641234534294182,5.84501260574074e-09,1.643011273574347e-08
Kmt2e,0.12620629664511412,6.189045933061002e-09,1.737276051385544e-08
Myo10,0.12591027381702125,6.717975872201368e-09,1.8804691034853374e-08
Snhg14,0.12581854153065344,6.890618279102515e-09,1.9260987502732396e-08
Eeig2,0.12581601106662205,6.8954412681279244e-09,1.926100912884895e-08
Plod2,0.12574331723714816,7.035402952462241e-09,1.962455495805367e-08
Arhgef12,0.12570699162451984,7.106373421746784e-09,1.9808706402081628e-08
9930021J03Rik,0.12535806239480832,7.824497701586633e-09,2.1770806955294698e-08
Nupr1,0.12529448042190858,7.962740400728483e-09,2.2118723335356896e-08
Tasor2,0.1251725175238969,8.234590031620586e-09,2.2842136010043234e-08
Map3k2,0.12509553246143934,8.410805882869365e-09,2.329863125448578e-08
Faf1,0.12488673933310537,8.907368830752181e-09,2.465707634810292e-08
Spred2,0.12482579752671681,9.057595793610817e-09,2.505559002381969e-08
Ltbp1,0.12480954397109706,9.098076208236525e-09,2.5150176111227433e-08
Wac,0.12466786129508597,9.458468386554437e-09,2.6110333710295205e-08
Ambra1,0.12461152624761357,9.6055858146815e-09,2.6498167764638622e-08
Fbxw11,0.12452446803514228,9.837317126330892e-09,2.7100047179974907e-08
Rsbn1l,0.1245210118574947,9.84662795370103e-09,2.710702809002348e-08
Dlg1,0.12424366811681783,1.062235261583454e-08,2.9162258382524476e-08
Rptor,0.12421816452674854,1.0696594534434994e-08,2.9345938366076804e-08
Nlrc5,0.1240211131544323,1.1287456534145215e-08,3.090337175672886e-08
Rab22a,0.12394302576076256,1.1530268269360511e-08,3.152499868587973e-08
Cnot4,0.1239307853139356,1.156878676045318e-08,3.1608706995773714e-08
Pard3,0.12386216889962581,1.1787034756677732e-08,3.218303005236241e-08
Zfp644,0.12381792217961468,1.1929884853983545e-08,3.255084544060995e-08
N4bp2l2,0.12378456233777718,1.2038696855345206e-08,3.28253492988281e-08
Atrx,0.12357429170276593,1.274706401501514e-08,3.463876091036723e-08
Ubc,0.12356797123836849,1.2768971186407405e-08,3.467473506152724e-08
Tom1l2,0.12355369542077532,1.281858677718308e-08,3.478585285531365e-08
Sh3pxd2a,0.12354836978966817,1.283714389949515e-08,3.481259362574956e-08
Pura,0.1234747381896603,1.3096401414676564e-08,3.5467573228643365e-08
Terf2,0.12340966570073496,1.3329748031626081e-08,3.607509616136964e-08
Rrbp1,0.12337504847324786,1.3455523331865423e-08,3.639086769943319e-08
Ist1,0.12327753097509929,1.3816061079302059e-08,3.7340705619735294e-08
Scaf4,0.12313386177816872,1.436436936376723e-08,3.879640611415862e-08
Dleu2,0.12312787809564167,1.4387658196050687e-08,3.883308554939457e-08
Kdm6a,0.12299885963462451,1.4898813838433341e-08,4.0185607116475637e-08
Bcl10,0.12281397006002522,1.5662169383453293e-08,4.2216089982353896e-08
Pik3cb,0.12255580033703793,1.6791892232975033e-08,4.516985133281784e-08
Abcc1,0.12244439440698399,1.7303462697478135e-08,4.6514684670640144e-08
Med1,0.12242446837052345,1.7396542800557947e-08,4.67021283236455e-08
